miRNA,drug
hsa-mir-199a-1,Doxorubicin (Adriamycin)
hsa-mir-100,TRAIL therapy
hsa-mir-21,TRAIL therapy
hsa-mir-30c-1,TRAIL therapy
hsa-let-7d,Cetuximab
hsa-let-7f-1,Cetuximab
hsa-mir-125a,Cetuximab
hsa-mir-126,Cetuximab
hsa-mir-152,Cetuximab
hsa-mir-17,Cetuximab
hsa-mir-182,Cetuximab
hsa-mir-18a,Cetuximab
hsa-mir-190b,Cetuximab
hsa-mir-199a-1,Cetuximab
hsa-mir-199b,Cetuximab
hsa-mir-19b-1,Cetuximab
hsa-mir-203a,Cetuximab
hsa-mir-21,Cetuximab
hsa-mir-221,Cetuximab
hsa-mir-26a-1,Cetuximab
hsa-mir-27b,Cetuximab
hsa-mir-296,Cetuximab
hsa-mir-29c,Cetuximab
hsa-mir-337,Cetuximab
hsa-mir-339,Cetuximab
hsa-mir-375,Cetuximab
hsa-mir-377,Cetuximab
hsa-mir-383,Cetuximab
hsa-mir-451a,Cetuximab
hsa-mir-498,Cetuximab
hsa-mir-516b-1,Cetuximab
hsa-mir-595,Cetuximab
hsa-mir-609,Cetuximab
hsa-mir-619,Cetuximab
hsa-mir-640,Cetuximab
hsa-mir-654,Cetuximab
hsa-mir-769,Cetuximab
hsa-mir-99b,Cetuximab
hsa-mir-7-1,Doxorubicin (Adriamycin)
hsa-mir-217,Etoposide
hsa-mir-217,Lapatinib
hsa-mir-217,Tamoxifen
hsa-mir-363,Cisplatin
hsa-mir-101-1,Bortezomib
hsa-mir-197,5-Fluorouracil
hsa-mir-125b-1,Temozolomide
hsa-mir-200a,Gefitinib
hsa-mir-10b,Tamoxifen
hsa-let-7a-1,Epirubicin
hsa-mir-21,Betulinic Acid
hsa-mir-149,Paclitaxel
hsa-mir-219a-1,5-Fluorouracil
hsa-mir-219a-1,Oxaliplatin
hsa-mir-326,5-Fluorouracil
hsa-mir-326,Cisplatin
hsa-mir-587,5-Fluorouracil
hsa-mir-199a-1,Doxorubicin (Adriamycin)
hsa-mir-199a-1,Rituximab
hsa-mir-199a-1,Vincristine
hsa-mir-497,Doxorubicin (Adriamycin)
hsa-mir-497,Rituximab
hsa-mir-497,Vincristine
hsa-mir-150,Crizotinib
hsa-mir-127,Doxorubicin (Adriamycin)
hsa-mir-218-1,5-Fluorouracil
hsa-mir-218-1,Doxorubicin (Adriamycin)
hsa-mir-218-1,Oxaliplatin
hsa-mir-141,Cisplatin
hsa-mir-18b,Cisplatin
hsa-mir-199a-1,Cisplatin
hsa-mir-199b,Cisplatin
hsa-mir-215,Cisplatin
hsa-mir-335,Cisplatin
hsa-mir-363,Cisplatin
hsa-mir-645,Cisplatin
hsa-mir-202,Doxorubicin (Adriamycin)
hsa-mir-335,chemotherapy
hsa-mir-139,Docetaxel
hsa-mir-134,Doxorubicin (Adriamycin)
hsa-mir-10b,Cisplatin
hsa-mir-10b,Cisplatin
hsa-mir-128-1,Cisplatin
hsa-mir-128-1,Cisplatin
hsa-mir-129-1,Cisplatin
hsa-mir-129-1,Cisplatin
hsa-mir-139,Cisplatin
hsa-mir-139,Cisplatin
hsa-mir-21,Cisplatin
hsa-mir-21,Cisplatin
hsa-let-7g,Paclitaxel
hsa-mir-128-1,Paclitaxel
hsa-mir-135b,Paclitaxel
hsa-mir-155,Paclitaxel
hsa-mir-181a-2,Cisplatin
hsa-mir-181a-2,Paclitaxel
hsa-mir-181b-1,Paclitaxel
hsa-mir-181c,Paclitaxel
hsa-mir-191,Paclitaxel
hsa-mir-19a,Paclitaxel
hsa-mir-200c,Paclitaxel
hsa-mir-205,Paclitaxel
hsa-mir-23b,Paclitaxel
hsa-mir-25,Paclitaxel
hsa-mir-301a,Paclitaxel
hsa-mir-96,Paclitaxel
hsa-mir-125b-1,Paclitaxel
hsa-mir-196a-1,Cisplatin
hsa-mir-224,Paclitaxel
hsa-mir-133b,Cisplatin
hsa-mir-133b,Paclitaxel
hsa-mir-134,Cisplatin
hsa-mir-134,PU-H71
hsa-mir-134,Tanespimycin
hsa-mir-21,5-Fluorouracil
hsa-mir-21,Trastuzumab
hsa-let-7a-1,PLX4720
hsa-let-7b,PLX4720
hsa-let-7c,PLX4720
hsa-let-7e,PLX4720
hsa-mir-100,PLX4720
hsa-mir-128-1,PLX4720
hsa-mir-1287,PLX4720
hsa-mir-1291,PLX4720
hsa-mir-1293,PLX4720
hsa-mir-1301,PLX4720
hsa-mir-132,PLX4720
hsa-mir-146a,PLX4720
hsa-mir-155,PLX4720
hsa-mir-184,PLX4720
hsa-mir-185,PLX4720
hsa-mir-192,PLX4720
hsa-mir-21,PLX4720
hsa-mir-2277,PLX4720
hsa-mir-23a,PLX4720
hsa-mir-23b,PLX4720
hsa-mir-24-2,PLX4720
hsa-mir-27a,PLX4720
hsa-mir-27b,PLX4720
hsa-mir-30b,PLX4720
hsa-mir-30d,PLX4720
hsa-mir-3187,PLX4720
hsa-mir-3200,PLX4720
hsa-mir-320a,PLX4720
hsa-mir-328,PLX4720
hsa-mir-331,PLX4720
hsa-mir-335,PLX4720
hsa-mir-340,PLX4720
hsa-mir-361,PLX4720
hsa-mir-363,PLX4720
hsa-mir-3651,PLX4720
hsa-mir-3917,PLX4720
hsa-mir-409,PLX4720
hsa-mir-424,PLX4720
hsa-mir-425,PLX4720
hsa-mir-4467,PLX4720
hsa-mir-4473,PLX4720
hsa-mir-449c,PLX4720
hsa-mir-4664,PLX4720
hsa-mir-4745,PLX4720
hsa-mir-490,PLX4720
hsa-mir-503,PLX4720
hsa-mir-504,PLX4720
hsa-mir-543,PLX4720
hsa-mir-584,PLX4720
hsa-mir-660,PLX4720
hsa-mir-664a,PLX4720
hsa-mir-7-1,PLX4720
hsa-mir-760,PLX4720
hsa-mir-769,PLX4720
hsa-mir-92a-1,PLX4720
hsa-mir-96,PLX4720
hsa-mir-99a,PLX4720
hsa-mir-26a-1,Cisplatin
hsa-mir-26a-1,Cisplatin
hsa-mir-130a,Imatinib
hsa-mir-17,Paclitaxel
hsa-mir-193b,Doxorubicin (Adriamycin)
hsa-mir-221,Melphalan
hsa-mir-7-1,Cisplatin
hsa-mir-23a,Cisplatin
hsa-mir-21,Paclitaxel
hsa-mir-144,Cisplatin
hsa-mir-101-1,Cisplatin
hsa-mir-634,Carboplatin
hsa-mir-634,Cisplatin
hsa-mir-634,Cisplatin
hsa-mir-634,Doxorubicin (Adriamycin)
hsa-mir-143,Paclitaxel
hsa-mir-181a-2,Cisplatin
hsa-mir-100,Cisplatin
hsa-mir-100,Vincristine
hsa-mir-101-1,Vincristine
hsa-mir-1247,Vincristine
hsa-mir-125b-1,Vincristine
hsa-mir-125b-1,Vincristine
hsa-mir-126,Vincristine
hsa-mir-145,Vincristine
hsa-mir-146a,Vincristine
hsa-mir-181a-2,Vincristine
hsa-mir-215,Vincristine
hsa-mir-218-1,Vincristine
hsa-mir-3141,Vincristine
hsa-mir-582,Vincristine
hsa-mir-675,Vincristine
hsa-mir-92b,Vincristine
hsa-mir-302a,Mitoxantrone
hsa-mir-302b,Mitoxantrone
hsa-mir-302c,Mitoxantrone
hsa-mir-302d,Mitoxantrone
hsa-mir-425,5-Fluorouracil
hsa-mir-425,Oxaliplatin
hsa-let-7g,Cisplatin
hsa-let-7i,Cisplatin
hsa-mir-122,Sorafenib
hsa-mir-30a,Cisplatin
hsa-mir-100,Cisplatin
hsa-mir-10a,Cisplatin
hsa-mir-125b-1,Cisplatin
hsa-mir-1307,Cisplatin
hsa-mir-181a-2,Cisplatin
hsa-mir-204,Cisplatin
hsa-mir-21,Cisplatin
hsa-mir-222,Cisplatin
hsa-mir-224,Cisplatin
hsa-mir-23a,Cisplatin
hsa-mir-27b,Cisplatin
hsa-mir-29a,Cisplatin
hsa-mir-320a,Cisplatin
hsa-mir-320b-1,Cisplatin
hsa-mir-423,Cisplatin
hsa-mir-4521,Cisplatin
hsa-mir-7-1,Cisplatin
hsa-mir-92a-1,Cisplatin
hsa-mir-92b,Cisplatin
hsa-mir-100,Vemurafenib
hsa-mir-125b-1,Vemurafenib
hsa-mir-34a,Vemurafenib
hsa-mir-202,Bortezomib
hsa-mir-155,Tamoxifen
hsa-mir-224,Doxorubicin (Adriamycin)
hsa-mir-542,Doxorubicin (Adriamycin)
hsa-mir-101-1,Doxorubicin (Adriamycin)
hsa-mir-16-1,Temozolomide
